Emotions,Path
male-neutral,audio_speech_emotion/Actor_01/03-01-01-01-01-01-01.wav
male-neutral,audio_speech_emotion/Actor_01/03-01-01-01-01-02-01.wav
male-neutral,audio_speech_emotion/Actor_01/03-01-01-01-02-01-01.wav
male-neutral,audio_speech_emotion/Actor_01/03-01-01-01-02-02-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-01-01-01-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-01-01-02-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-01-02-01-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-01-02-02-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-02-01-01-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-02-01-02-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-02-02-01-01.wav
male-calm,audio_speech_emotion/Actor_01/03-01-02-02-02-02-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-01-01-01-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-01-01-02-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-01-02-01-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-01-02-02-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-02-01-01-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-02-01-02-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-02-02-01-01.wav
male-happy,audio_speech_emotion/Actor_01/03-01-03-02-02-02-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-01-01-01-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-01-01-02-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-01-02-01-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-01-02-02-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-02-01-01-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-02-01-02-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-02-02-01-01.wav
male-sad,audio_speech_emotion/Actor_01/03-01-04-02-02-02-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-01-01-01-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-01-01-02-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-01-02-01-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-01-02-02-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-02-01-01-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-02-01-02-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-02-02-01-01.wav
male-angry,audio_speech_emotion/Actor_01/03-01-05-02-02-02-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-01-01-01-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-01-01-02-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-01-02-01-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-01-02-02-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-02-01-01-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-02-01-02-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-02-02-01-01.wav
male-fear,audio_speech_emotion/Actor_01/03-01-06-02-02-02-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-01-01-01-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-01-01-02-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-01-02-01-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-01-02-02-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-02-01-01-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-02-01-02-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-02-02-01-01.wav
male-disgust,audio_speech_emotion/Actor_01/03-01-07-02-02-02-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-01-01-01-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-01-01-02-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-01-02-01-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-01-02-02-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-02-01-01-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-02-01-02-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-02-02-01-01.wav
male-surprise,audio_speech_emotion/Actor_01/03-01-08-02-02-02-01.wav
female-neutral,audio_speech_emotion/Actor_02/03-01-01-01-01-01-02.wav
female-neutral,audio_speech_emotion/Actor_02/03-01-01-01-01-02-02.wav
female-neutral,audio_speech_emotion/Actor_02/03-01-01-01-02-01-02.wav
female-neutral,audio_speech_emotion/Actor_02/03-01-01-01-02-02-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-01-01-01-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-01-01-02-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-01-02-01-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-01-02-02-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-02-01-01-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-02-01-02-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-02-02-01-02.wav
female-calm,audio_speech_emotion/Actor_02/03-01-02-02-02-02-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-01-01-01-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-01-01-02-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-01-02-01-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-01-02-02-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-02-01-01-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-02-01-02-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-02-02-01-02.wav
female-happy,audio_speech_emotion/Actor_02/03-01-03-02-02-02-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-01-01-01-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-01-01-02-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-01-02-01-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-01-02-02-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-02-01-01-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-02-01-02-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-02-02-01-02.wav
female-sad,audio_speech_emotion/Actor_02/03-01-04-02-02-02-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-01-01-01-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-01-01-02-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-01-02-01-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-01-02-02-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-02-01-01-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-02-01-02-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-02-02-01-02.wav
female-angry,audio_speech_emotion/Actor_02/03-01-05-02-02-02-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-01-01-01-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-01-01-02-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-01-02-01-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-01-02-02-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-02-01-01-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-02-01-02-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-02-02-01-02.wav
female-fear,audio_speech_emotion/Actor_02/03-01-06-02-02-02-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-01-01-01-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-01-01-02-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-01-02-01-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-01-02-02-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-02-01-01-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-02-01-02-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-02-02-01-02.wav
female-disgust,audio_speech_emotion/Actor_02/03-01-07-02-02-02-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-01-01-01-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-01-01-02-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-01-02-01-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-01-02-02-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-02-01-01-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-02-01-02-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-02-02-01-02.wav
female-surprise,audio_speech_emotion/Actor_02/03-01-08-02-02-02-02.wav
male-neutral,audio_speech_emotion/Actor_03/03-01-01-01-01-01-03.wav
male-neutral,audio_speech_emotion/Actor_03/03-01-01-01-01-02-03.wav
male-neutral,audio_speech_emotion/Actor_03/03-01-01-01-02-01-03.wav
male-neutral,audio_speech_emotion/Actor_03/03-01-01-01-02-02-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-01-01-01-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-01-01-02-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-01-02-01-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-01-02-02-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-02-01-01-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-02-01-02-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-02-02-01-03.wav
male-calm,audio_speech_emotion/Actor_03/03-01-02-02-02-02-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-01-01-01-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-01-01-02-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-01-02-01-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-01-02-02-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-02-01-01-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-02-01-02-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-02-02-01-03.wav
male-happy,audio_speech_emotion/Actor_03/03-01-03-02-02-02-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-01-01-01-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-01-01-02-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-01-02-01-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-01-02-02-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-02-01-01-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-02-01-02-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-02-02-01-03.wav
male-sad,audio_speech_emotion/Actor_03/03-01-04-02-02-02-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-01-01-01-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-01-01-02-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-01-02-01-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-01-02-02-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-02-01-01-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-02-01-02-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-02-02-01-03.wav
male-angry,audio_speech_emotion/Actor_03/03-01-05-02-02-02-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-01-01-01-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-01-01-02-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-01-02-01-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-01-02-02-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-02-01-01-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-02-01-02-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-02-02-01-03.wav
male-fear,audio_speech_emotion/Actor_03/03-01-06-02-02-02-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-01-01-01-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-01-01-02-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-01-02-01-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-01-02-02-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-02-01-01-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-02-01-02-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-02-02-01-03.wav
male-disgust,audio_speech_emotion/Actor_03/03-01-07-02-02-02-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-01-01-01-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-01-01-02-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-01-02-01-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-01-02-02-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-02-01-01-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-02-01-02-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-02-02-01-03.wav
male-surprise,audio_speech_emotion/Actor_03/03-01-08-02-02-02-03.wav
female-neutral,audio_speech_emotion/Actor_04/03-01-01-01-01-01-04.wav
female-neutral,audio_speech_emotion/Actor_04/03-01-01-01-01-02-04.wav
female-neutral,audio_speech_emotion/Actor_04/03-01-01-01-02-01-04.wav
female-neutral,audio_speech_emotion/Actor_04/03-01-01-01-02-02-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-01-01-01-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-01-01-02-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-01-02-01-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-01-02-02-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-02-01-01-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-02-01-02-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-02-02-01-04.wav
female-calm,audio_speech_emotion/Actor_04/03-01-02-02-02-02-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-01-01-01-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-01-01-02-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-01-02-01-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-01-02-02-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-02-01-01-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-02-01-02-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-02-02-01-04.wav
female-happy,audio_speech_emotion/Actor_04/03-01-03-02-02-02-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-01-01-01-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-01-01-02-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-01-02-01-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-01-02-02-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-02-01-01-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-02-01-02-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-02-02-01-04.wav
female-sad,audio_speech_emotion/Actor_04/03-01-04-02-02-02-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-01-01-01-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-01-01-02-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-01-02-01-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-01-02-02-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-02-01-01-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-02-01-02-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-02-02-01-04.wav
female-angry,audio_speech_emotion/Actor_04/03-01-05-02-02-02-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-01-01-01-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-01-01-02-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-01-02-01-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-01-02-02-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-02-01-01-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-02-01-02-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-02-02-01-04.wav
female-fear,audio_speech_emotion/Actor_04/03-01-06-02-02-02-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-01-01-01-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-01-01-02-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-01-02-01-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-01-02-02-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-02-01-01-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-02-01-02-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-02-02-01-04.wav
female-disgust,audio_speech_emotion/Actor_04/03-01-07-02-02-02-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-01-01-01-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-01-01-02-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-01-02-01-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-01-02-02-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-02-01-01-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-02-01-02-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-02-02-01-04.wav
female-surprise,audio_speech_emotion/Actor_04/03-01-08-02-02-02-04.wav
male-neutral,audio_speech_emotion/Actor_05/03-01-01-01-01-01-05.wav
male-neutral,audio_speech_emotion/Actor_05/03-01-01-01-01-02-05.wav
male-neutral,audio_speech_emotion/Actor_05/03-01-01-01-02-01-05.wav
male-neutral,audio_speech_emotion/Actor_05/03-01-01-01-02-02-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-01-01-01-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-01-01-02-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-01-02-01-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-01-02-02-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-02-01-01-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-02-01-02-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-02-02-01-05.wav
male-calm,audio_speech_emotion/Actor_05/03-01-02-02-02-02-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-01-01-01-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-01-01-02-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-01-02-01-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-01-02-02-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-02-01-01-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-02-01-02-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-02-02-01-05.wav
male-happy,audio_speech_emotion/Actor_05/03-01-03-02-02-02-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-01-01-01-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-01-01-02-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-01-02-01-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-01-02-02-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-02-01-01-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-02-01-02-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-02-02-01-05.wav
male-sad,audio_speech_emotion/Actor_05/03-01-04-02-02-02-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-01-01-01-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-01-01-02-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-01-02-01-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-01-02-02-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-02-01-01-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-02-01-02-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-02-02-01-05.wav
male-angry,audio_speech_emotion/Actor_05/03-01-05-02-02-02-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-01-01-01-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-01-01-02-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-01-02-01-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-01-02-02-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-02-01-01-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-02-01-02-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-02-02-01-05.wav
male-fear,audio_speech_emotion/Actor_05/03-01-06-02-02-02-05.wav
male-disgust,audio_speech_emotion/Actor_05/03-01-07-01-01-01-05.wav
male-disgust,audio_speech_emotion/Actor_05/03-01-07-01-01-02-05.wav
male-disgust,audio_speech_emotion/Actor_05/03-01-07-01-02-01-05.wav
male-disgust,audio_speech_emotion/Actor_05/03-01-07-01-02-02-05.wav
