Emotions,Path
female-angry,audio_speech_emotion/Actor_10/03-01-05-02-02-02-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-01-01-01-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-01-01-02-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-01-02-01-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-01-02-02-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-02-01-01-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-02-01-02-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-02-02-01-10.wav
female-fear,audio_speech_emotion/Actor_10/03-01-06-02-02-02-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-01-01-01-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-01-01-02-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-01-02-01-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-01-02-02-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-02-01-01-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-02-01-02-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-02-02-01-10.wav
female-disgust,audio_speech_emotion/Actor_10/03-01-07-02-02-02-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-01-01-01-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-01-01-02-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-01-02-01-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-01-02-02-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-02-01-01-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-02-01-02-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-02-02-01-10.wav
female-surprise,audio_speech_emotion/Actor_10/03-01-08-02-02-02-10.wav
male-neutral,audio_speech_emotion/Actor_11/03-01-01-01-01-01-11.wav
male-neutral,audio_speech_emotion/Actor_11/03-01-01-01-01-02-11.wav
male-neutral,audio_speech_emotion/Actor_11/03-01-01-01-02-01-11.wav
male-neutral,audio_speech_emotion/Actor_11/03-01-01-01-02-02-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-01-01-01-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-01-01-02-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-01-02-01-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-01-02-02-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-02-01-01-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-02-01-02-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-02-02-01-11.wav
male-calm,audio_speech_emotion/Actor_11/03-01-02-02-02-02-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-01-01-01-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-01-01-02-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-01-02-01-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-01-02-02-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-02-01-01-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-02-01-02-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-02-02-01-11.wav
male-happy,audio_speech_emotion/Actor_11/03-01-03-02-02-02-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-01-01-01-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-01-01-02-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-01-02-01-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-01-02-02-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-02-01-01-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-02-01-02-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-02-02-01-11.wav
male-sad,audio_speech_emotion/Actor_11/03-01-04-02-02-02-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-01-01-01-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-01-01-02-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-01-02-01-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-01-02-02-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-02-01-01-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-02-01-02-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-02-02-01-11.wav
male-angry,audio_speech_emotion/Actor_11/03-01-05-02-02-02-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-01-01-01-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-01-01-02-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-01-02-01-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-01-02-02-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-02-01-01-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-02-01-02-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-02-02-01-11.wav
male-fear,audio_speech_emotion/Actor_11/03-01-06-02-02-02-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-01-01-01-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-01-01-02-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-01-02-01-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-01-02-02-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-02-01-01-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-02-01-02-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-02-02-01-11.wav
male-disgust,audio_speech_emotion/Actor_11/03-01-07-02-02-02-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-01-01-01-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-01-01-02-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-01-02-01-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-01-02-02-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-02-01-01-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-02-01-02-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-02-02-01-11.wav
male-surprise,audio_speech_emotion/Actor_11/03-01-08-02-02-02-11.wav
female-neutral,audio_speech_emotion/Actor_12/03-01-01-01-01-01-12.wav
female-neutral,audio_speech_emotion/Actor_12/03-01-01-01-01-02-12.wav
female-neutral,audio_speech_emotion/Actor_12/03-01-01-01-02-01-12.wav
female-neutral,audio_speech_emotion/Actor_12/03-01-01-01-02-02-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-01-01-01-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-01-01-02-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-01-02-01-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-01-02-02-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-02-01-01-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-02-01-02-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-02-02-01-12.wav
female-calm,audio_speech_emotion/Actor_12/03-01-02-02-02-02-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-01-01-01-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-01-01-02-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-01-02-01-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-01-02-02-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-02-01-01-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-02-01-02-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-02-02-01-12.wav
female-happy,audio_speech_emotion/Actor_12/03-01-03-02-02-02-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-01-01-01-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-01-01-02-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-01-02-01-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-01-02-02-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-02-01-01-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-02-01-02-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-02-02-01-12.wav
female-sad,audio_speech_emotion/Actor_12/03-01-04-02-02-02-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-01-01-01-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-01-01-02-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-01-02-01-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-01-02-02-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-02-01-01-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-02-01-02-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-02-02-01-12.wav
female-angry,audio_speech_emotion/Actor_12/03-01-05-02-02-02-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-01-01-01-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-01-01-02-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-01-02-01-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-01-02-02-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-02-01-01-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-02-01-02-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-02-02-01-12.wav
female-fear,audio_speech_emotion/Actor_12/03-01-06-02-02-02-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-01-01-01-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-01-01-02-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-01-02-01-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-01-02-02-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-02-01-01-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-02-01-02-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-02-02-01-12.wav
female-disgust,audio_speech_emotion/Actor_12/03-01-07-02-02-02-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-01-01-01-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-01-01-02-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-01-02-01-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-01-02-02-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-02-01-01-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-02-01-02-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-02-02-01-12.wav
female-surprise,audio_speech_emotion/Actor_12/03-01-08-02-02-02-12.wav
male-neutral,audio_speech_emotion/Actor_13/03-01-01-01-01-01-13.wav
male-neutral,audio_speech_emotion/Actor_13/03-01-01-01-01-02-13.wav
male-neutral,audio_speech_emotion/Actor_13/03-01-01-01-02-01-13.wav
male-neutral,audio_speech_emotion/Actor_13/03-01-01-01-02-02-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-01-01-01-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-01-01-02-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-01-02-01-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-01-02-02-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-02-01-01-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-02-01-02-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-02-02-01-13.wav
male-calm,audio_speech_emotion/Actor_13/03-01-02-02-02-02-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-01-01-01-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-01-01-02-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-01-02-01-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-01-02-02-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-02-01-01-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-02-01-02-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-02-02-01-13.wav
male-happy,audio_speech_emotion/Actor_13/03-01-03-02-02-02-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-01-01-01-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-01-01-02-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-01-02-01-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-01-02-02-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-02-01-01-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-02-01-02-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-02-02-01-13.wav
male-sad,audio_speech_emotion/Actor_13/03-01-04-02-02-02-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-01-01-01-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-01-01-02-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-01-02-01-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-01-02-02-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-02-01-01-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-02-01-02-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-02-02-01-13.wav
male-angry,audio_speech_emotion/Actor_13/03-01-05-02-02-02-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-01-01-01-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-01-01-02-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-01-02-01-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-01-02-02-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-02-01-01-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-02-01-02-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-02-02-01-13.wav
male-fear,audio_speech_emotion/Actor_13/03-01-06-02-02-02-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-01-01-01-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-01-01-02-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-01-02-01-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-01-02-02-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-02-01-01-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-02-01-02-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-02-02-01-13.wav
male-disgust,audio_speech_emotion/Actor_13/03-01-07-02-02-02-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-01-01-01-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-01-01-02-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-01-02-01-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-01-02-02-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-02-01-01-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-02-01-02-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-02-02-01-13.wav
male-surprise,audio_speech_emotion/Actor_13/03-01-08-02-02-02-13.wav
female-neutral,audio_speech_emotion/Actor_14/03-01-01-01-01-01-14.wav
female-neutral,audio_speech_emotion/Actor_14/03-01-01-01-01-02-14.wav
female-neutral,audio_speech_emotion/Actor_14/03-01-01-01-02-01-14.wav
female-neutral,audio_speech_emotion/Actor_14/03-01-01-01-02-02-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-01-01-01-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-01-01-02-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-01-02-01-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-01-02-02-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-02-01-01-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-02-01-02-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-02-02-01-14.wav
female-calm,audio_speech_emotion/Actor_14/03-01-02-02-02-02-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-01-01-01-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-01-01-02-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-01-02-01-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-01-02-02-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-02-01-01-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-02-01-02-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-02-02-01-14.wav
female-happy,audio_speech_emotion/Actor_14/03-01-03-02-02-02-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-01-01-01-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-01-01-02-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-01-02-01-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-01-02-02-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-02-01-01-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-02-01-02-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-02-02-01-14.wav
female-sad,audio_speech_emotion/Actor_14/03-01-04-02-02-02-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-01-01-01-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-01-01-02-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-01-02-01-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-01-02-02-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-02-01-01-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-02-01-02-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-02-02-01-14.wav
female-angry,audio_speech_emotion/Actor_14/03-01-05-02-02-02-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-01-01-01-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-01-01-02-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-01-02-01-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-01-02-02-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-02-01-01-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-02-01-02-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-02-02-01-14.wav
female-fear,audio_speech_emotion/Actor_14/03-01-06-02-02-02-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-01-01-01-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-01-01-02-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-01-02-01-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-01-02-02-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-02-01-01-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-02-01-02-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-02-02-01-14.wav
female-disgust,audio_speech_emotion/Actor_14/03-01-07-02-02-02-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-01-01-01-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-01-01-02-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-01-02-01-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-01-02-02-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-02-01-01-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-02-01-02-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-02-02-01-14.wav
female-surprise,audio_speech_emotion/Actor_14/03-01-08-02-02-02-14.wav
male-neutral,audio_speech_emotion/Actor_15/03-01-01-01-01-01-15.wav
male-neutral,audio_speech_emotion/Actor_15/03-01-01-01-01-02-15.wav
male-neutral,audio_speech_emotion/Actor_15/03-01-01-01-02-01-15.wav
male-neutral,audio_speech_emotion/Actor_15/03-01-01-01-02-02-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-01-01-01-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-01-01-02-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-01-02-01-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-01-02-02-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-02-01-01-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-02-01-02-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-02-02-01-15.wav
male-calm,audio_speech_emotion/Actor_15/03-01-02-02-02-02-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-01-01-01-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-01-01-02-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-01-02-01-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-01-02-02-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-02-01-01-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-02-01-02-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-02-02-01-15.wav
male-happy,audio_speech_emotion/Actor_15/03-01-03-02-02-02-15.wav
male-sad,audio_speech_emotion/Actor_15/03-01-04-01-01-01-15.wav
male-sad,audio_speech_emotion/Actor_15/03-01-04-01-01-02-15.wav
male-sad,audio_speech_emotion/Actor_15/03-01-04-01-02-01-15.wav
